DIM_BD 50000
UV58bP TVMgXuNTya KDMVUzNuapJUsB  1 bgcdUHNN nKUptLs 
lm92Fe hElOnwblhK TVHGxl ZoyvwTtKeF hwYSsglEhr  3 JQgEHO vfTSG 
zE24zR rVfroqFVebqPW huVcUHvTfF QZRHLOxZw qDRXjYl gTlvWXdHfoh  3 AuFfNDAo zfNXR 
zk90Al KToUJ cdKlLfmHxRH oRasefcLbXQ  0 Tfnyhlph cUIYMD 
Oh74tP yrAfQKb gnpRMUgh qLhCPC  3 QYNEBbClqf pGnjYQlb 
dG73Dv VGI uZXPpkW rlEvo  0 daUZVole WNsWG 
bf42vz HOiEfPZYNb nGAq URuRNyn nRbgQmRMqZDUIs lyJE  0 UjVUkRo ZPuOe 
HK61yH XzaoX PEdExjrjIiqy DliP hcc  0 yaxAK TvpBpWe 
CH39iT StcbdYBXuGOnl yuXmSO UdGjW GdZO  1 iKPlwHaAH AUrNEvO 
cU65AA cJf qkQCE  4 vqdxmpqH cLZnY 
ms94Ik rFsnvyNEu NdBzPNA fDzBjqwhOAzfq maNAwEjClrr  0 nprMNJhqLw TwMzcz 
DG87gM eikSxo bMER HZxj  1 doaSaIr RREqLBbL 
pe41OD kpkmPc SuwbB SMkW UtUYbOb  2 BVpvzJ FYGLR 
VX29JI DAhjUvkSrug VxOSu BDX  2 hcVnbFIWEa JgvMiFwSB 
vm85le ZBt VzUPdFkGjVxsN aKlNrLKxll  0 TiFcGp BXMSsWAz 
xe90dR FBZfGsoavt SaTq AcdTVMTgFS  0 cWwEOev dvIyyu 
qY74qh dRbZwTAdtGiGcO NJomXnc LkFmjomZWly evtsgM gusrELQpXUU  2 SsHwro gWRrm 
hW38lM xDMPQodY QCejMYgMjYQ  4 mMhJQpdmwA vpeCglsymg 
vU28rq sqfARVpFAUi CAn ksIyYZszJpaI RDZIyR jmH  2 brkqZJbPMQ OzNSYOb 
zU95nw JLxiAeIdyIFo USHcNnTM ziUu  4 ZhfNC IgkbGVtMX 
Ge45Lf qJshBclOBG FPi  1 YymBPBv uWGGsuZY 
Ta66zj TkUkwEwBTPBOf mUiSAVBphSI HpuAUuleuJXF  3 NbjWSkG blkSCaxt 
go14ll jiSDtuM cJoKLUy TKAs oaKNkjRulFIH RrQQWu  0 pvkHrJyf SQFbuLa 
AB59xu PMXI BSR  3 VUSFxROqM qxjQyFfQ 
rs87nD zAMQcAUhbAFxK ueUyNBTGkn  4 cVjuItkFcT xxqJn 
TU97iI ZvqmYP GngixUE  2 sPKOS GxlMNlPl 
to10Xa mrcOIiTYNsMv twFAUFYW oAe KgkjBM gxo  1 UnWWO ZFUWQMsse 
HF82xH zMXSTgaqyI KpTY FOSXwbjlawTW SyAFxswg  0 LYowKbn OYINpd 
fn98nE NHbNhzuCIoNV JaXzkBbdCsYv ewPk PeqbdUCsksiQV  3 JSHBMSTZ LkuwSpDj 
HS33Py bMzxRRWJWmT gmwbwm  5 iGgEF XTtYTywR 
Vg28Nl WSOIqqgFdY nHoMDQzP KniLPl hUMQ  3 dOBifYKS BlXkpnNL 
Jc65Ou ixsi YvIQniSetgTWdy XzSBsY GrbosXDebK aIF  2 qkvZvYidW rDdMk 
fc24tR IQbSTpwBH oKjsYKjbZteRO qnIUvWvJ dsZRcckFigA  5 IfGuDewqv OjxEvea 
ss88yL azWjoFsOn jFACU vMFHyl jEmmlYgRxy HKGPOuP  5 gpiMe ZVKJq 
eg65xR uAGzgzdtVmwu hkZOlgZQ AiLamFdNHlh  3 XQFixp Qepks 
Qy72EF YWXvqFUijSvtQZ zuqqvf qyuvrNHoOBJTNB  3 lJEeHCVoT ETrBjHA 
nx39cX NfluZcaxyI hRvtN PGFtCVY  5 GVUDXI vhmqpm 
Bw38cM rOEKHnLynxoQH KnLpjmuhJDJ UzqPyXG Thof kxEhNRWDD  0 ljHCSdAOD ljZSk 
CO96Fo KhjiR QfhBc VdejusAubeHDrr bkrarLyCqF  2 iCnRGcTB EHyIBGeTNH 
bP31LY pBoDCihKt GrTnBPcXVzXlZ PQTpKFWeb xRxnWKzZm KFnSEAYDBsB  5 mXDjsW LQNdgHsub 
eJ99NU ZlUjotXHzQmkW munxe  5 HCIIaMxR NFtKqVIY 
Bi99MQ jlEErjZ UzLoMczCuGIzy vDnfqU xnvxoyPHUZKzQf rSRI  3 OXzSgw eopegcOQh 
mP10fQ ItNDaoBbH iNWtO rmaqg GjW  2 nDIrQqrvN QDJTRy 
YA73OH qhzDNk dAv tubLHCjlSTantp Iys  5 optJDH DMGSncdIlN 
Al39xi smVC EBYsul  3 rCGuZcln POkcbNjA 
zM95Id poRmYHnQyM BaLbY SgBJWDxwkedx KWglNiQ  2 QfTrggDst TDCTmVsMiT 
Rw35zW cxxng pUlMtnIzrFT  5 eaMXiWB pnPDReUEkI 
Ia18Ot FqMhjmBZZFr PDf KIebRfZqpfmPu IYYsmuRQ  5 ZjHNcxv ctgINufRVT 
Cx56Is NIz EAsUWa haqzlzy EXzbGGQmZl eNhjSzKaxrh  1 AWxCiZ TFCArctA 
OP52vF tuAnZhink WfAj GnZGvUgeJFflk AzXnvClyhoNd fjRLzaQsMhqX  3 WPsmRXc QqKrVeJoEh 
WS35Jg CUsoYD MroKQdqRuTt  2 XyvJiTM tFcwRK 
lg31Uv GmdxgrqgYiA IhBnUGCvcbtH QNdkjlonvISYe  2 MHPyHhNS fwnRofGjwr 
so45du MetDzZPNlKd QdoAk KpNeter XzimX HCzWasmQ  5 VEeafKPpOn TUUjpTXq 
YS89Rj DFa XseeCLwGVjBP  1 yOYPF tYILEZgIy 
op10ec wDGnSKnmCZdoC QAMzxRI  0 YOmsCfAat STgjSphkDw 
CE66wr QSURpTgGeLo bdo wLKTIsqqR  3 SfdWhNwymG XZPlJvdh 
ej59NQ nGkWgs QFIIFzvZuhLWAJ FeJYpz eEzqhkgGoAHX JVQTWXTGCfuIMq  0 aCOZl fFesA 
dB24JN qAzeAJnfT ngjmZTlU PxT mYGRlQNIP  0 BsuXXI UIaKRm 
eW90MH HneCl elQwwsOY eiq QYZSmgLzE izSLtYOPVEQ  1 dGIWZjme fmiMAoFe 
Qb13gJ LDIQb cdxdrOlIc WNFWayNioabLEF  3 BTJHCAgjp fNCtq 
zz80UR UNwybDz Bftdl QarCORvNcjoK oGrD Mobhvect  5 ZLtUv dlXyTdJD 
AC11wh kyPlanDKIicVY KnAF  4 qgloGMDCRa hdtAY 
NR22kf lyvKlDWbc KTWMoyXwaBS NJVqfnjdWbSe dtD RbdkmMamodJ  0 biuEQZic ITkPxyVQ 
iw92kB IKFdLWgs VOWfkbMhhd csXzn vjWwr  5 tPSUeT tsQEVnJ 
eW63kV cEwQvjQiJxED OTQYwaVXO  1 GEKfppNL upFsyHLHZK 
Yz12wH ELNcILIhldfKhY tjP DvNMJCJaaSWLjV KFz FejyUYTyEHIoC  0 anrfas sKTUPe 
rX12vn PQg TNzdtdFiah MBvDmjDoMVHG  4 VvbPseXgd CGhiAcMS 
aQ23FO lBYZ NoBmZPPsf dMPr  5 MpkJBYxMDb QyeJWizrK 
MW21Yy rShAmnDIexYwe EeGJFmToyfalJs  3 fDVCkzqQf vjPSysoJO 
GN68mY rIIL brNjqJf  4 mkClVOxY giZsywvnt 
Kv95GT OKWYYSHTWtaVwy sFEtYvwHwLZb HtqVqqTU  5 ebZnQK JLprPYK 
bd37rn tzloigNIxsJWdC xmRmVCHjnkNPTJ XtFHzPzAAiRz  1 VfhFqESDtw STfmSr 
cV89sT SKcEmkzgAV NqTI cZxwAEVn  5 mgYFml NUVLqfz 
zG90EA gnyCPZzXC ILzkPbQyEo oDZxwtawfo  5 btSiNFGDOC JidJp 
qO65tQ KKUkW pme WeBGVZ SzpRYBpUWeF jJoGFevnFXCr  4 eIuPAkAS GIqWrnQMa 
rq30eV vclTqsexKUxgq qHkoHpajjvY jhiQetbKhKMMcW  1 fFdTIagct hDSwXk 
oF85tE uWfcxDHqmx BWlHKEV paKrZWtuQToFX  1 XDxAoAM qZsoFmls 
EL62fA JtJUkHPXOzDzDG TbaBTXQMK ONzmyLAEYgEC  1 NDUCSRZgSX pgxskvsA 
jP52dH QymDUMa jxLUrjT qYznBI NHNQznMWFMr rhMlY  4 DXokg BSkfMFrzJT 
We24uM MfpQN ukxpZTRtG  0 bHTkf PSSTm 
Be95JC zowOvLof rpNfZzRjlMC  4 HarRQTJEvD ObfUyzR 
Qy41wC GouScsmQcwBaso lPDJ HIDRjnYBQ ncJrB  5 LzcAy KjuYrRb 
ov72mT sabpgbs GoSwiYKPld vDmbEtXWZzQP NPSgUymaihWn reznxlWMWbI  4 vCjZwFkcmQ NoTcyo 
DS54rg yYjJeFGZKxqdK QbHNXBihP  5 zGktXLdK DRnIi 
uL32dh OJKcTvsxIbjv OmnBvZQCEf AqKg gHvusvPxM lOO  4 creaJAtVyW nhEPjbwJNq 
YQ70Nw iHQFc WvKNs pPYn yMkkzZEU  0 KrHFXvLwQH ySnLWt 
Hw99fI CcOcTlAA yRlVM yKFmXhQZrk ZzNaI  0 YHncQCxd jdPzBP 
pP34Nk hEXKAorsstLSBy zAZM  3 ZpYKj rtwGVpi 
Tj57uR WkOWZZBMf kyZWaa LayhjNewT cCNgHSU  3 BoNwf YDaAtS 
dr99eg XeGdK iLQvgwrrsBRZS  0 ImjTZSMkKx YeOEVaBitW 
AT47rS aSw kBRAPErYELk ZpspT UoaC  5 JpFARFA MqgQjs 
IJ33Fi gAXGaPerqKnMhm guWGWXXZeGmtzR  5 OhVOjWxhC qMuiq 
aX35KZ PuJQnFAlfhalbI aGCEWcmTggco  4 WlwNMnlIi BCwDOR 
fF32gD OIyUxat rYPHyNLF yTRsKnFuFkKGyw STxLjLwIcVZ TFyHeL  5 ESlamTKHm skYaOre 
rz76gN gbdEuNUy QSottPNbJwA  5 CoxWN AktPTeB 
iw54Mr aFAEleKibw OFLtHFIm lpJHvHzfMAm UcHrnDDEgvU  3 OHNNyMKATL eeMpqsRf 
Me12pb BsepMglqq BbHq FJN YzQFVxquD xMUvKpgL  4 hqhpBa OutsTHw 
zw95Ky XdmvjZWgvgnHy RJzHKHEKcAQCr  4 DSjdUzD ZDlxguNw 
ps24gY zzayGC MXGmdEdBlR eEenhSYfKmBlU mVspdsxfUGYjx  5 dWenKHw vniaV 
QZ30Yv GyRAmfC cKbyIv HNI  4 qkQSS rWQtq 
za38eM GuXlqinAQY MUUwKtcMzdRMvR  0 qEEzCFPb lgOuGYCSR 
XG35vu IaXjpSUm tyPEDipqbD YoqCY veDvldG pmDwidBPQmaCUP  3 OJGsIbgPR FVnmiTsC 
mf93mi kyYfSq ZyplV  5 ZhWNqwSasE YlsSk 
oD54ia QUpvZBaDtCG yRw gQqgDrr SShVfbUQYmqQZ  2 tmKuN CeqmPiaxVy 
FJ37fY xibhPvrxi smPC HtVYUUizK  4 duGXbTD CtUgie 
RL82is PAIhodsnJTyIIm NrKIjGJUIqu ljRFx ohU uTvHXx  0 cvlSGUjoEM HPLREY 
QN18oG rtkBsInfMd jmvzCEsmDc  3 eefAXTTx dGkzWrejG 
sf97Dd Jqwa qdsSflQy PeXumsT SKdOGPqstQFSQl gxnZbgnfpO  2 EnudprFEO SjEreLYYGz 
MM92nl QDbzNYOK EbrWNGlAES NZVsmgrc  3 DBARDucQ yiNNRON 
nb61aw KXiFeE BqxusTJ gzqmfD Pxonzyl  3 ONzhu coKmA 
Mm58YG VAfAYJSQi vgBYJUvTITHD JzyetOxK  2 gMKJYNqJSk VTMmOM 
pC90zF rJyCRAF KDqZuSgr QzrXt MNaMZp uFdkAjeFyxiGM  3 tRenyuK MramqLUcPj 
hG67er bTmPioMg BXuvMlknDPXuLG  4 cZZKKrmf PDIbh 
kQ50yq ZtG oDgvSMTnqYfer TalVfXlth FGQgxk  0 BJkDzjypT RusRCbeN 
mw14JE hzAkAFuKkOXY YNBqrMMno dAilZRkv  5 dMxoJArJL uKIMSz 
Nv48gn iWcxfQqQ AXPLikJOoXIYad EwqmKX  5 AerMSfqW oUeprXgSxJ 
Il67nI jLStuTVl dmKD iPXqUBXWdRV  0 HzUNBUcyS BOODXWvp 
OR29tT FmZyUxKCGLZjjJ UJjJlzN PfEUTGnkplb OdpPP HOnMIZXpS  3 PpBnVbj GJzRuD 
IK22Ge ewOTbgQg vxEHlTwDXraM qEiPGaYGO  4 viCbAAgRnw iIyzql 
hH23AC ZHf bCDA CjoezXWa IgBzvtuViwBPUF  2 OqFOClEFhD HJSKESKNp 
JX67nj hJmOIgPnaKpJ CNnjREt AEiPCtaHpJp xsIzaQLaZmCYz ZXoNgEv  3 pxBYvu npkDzyW 
dD32FW sII mKpSKEpzxiliML ZrzM UbnXl  2 MUZpqbBm aPhFRxJaot 
do81JE vpojxoNx JXHbuDgvjytlp tgU  2 XhhwI PjwsehermA 
DR78xJ zMdyRTabBhlJF SiGFYOETsmVgi CSPyuj XykDmv  0 cJlvzx kRJCcqk 
cW29Xl MpK ykn KIoJKgNcijnLB  5 fMKRvM LnCHQuWuw 
Ze83Kn cDAUFHmgD Unu leAAOmbaeUPiy FFdkil NeLmsDGLza  1 Ixbhudyk YILLw 
aB38AT zbLwYObEYTYiX dPhVyZigcYNxpr aZIbFKy blKghrCrPDMGQG  0 FlzVUpKIfa Wqzztr 
dJ79SQ Joo PbISWsEihsG QEJjgg PudEoHDSXmdMmo  3 azrlEpXiTc rVFWRsHfW 
GU15nT pXONltcpFeWFIq Ejhlwcj VpHaCVjJ mEoKOyrf  0 zZNYnqXF MUJtR 
Yn41qn jTDei IQoCCfBHNiP CuZFBXHNptaK EtK DIZKIjCD  2 Uqsoi TBQTPR 
jq96ig ZPbviOqKds CAEJnbxshK nSiNPxQG dYLfqhMrEFQTBS sYo  2 kDDpz ycRghzw 
vL51PN XezSlVLQiZGczt ZRIxicTI PuKzpqFfQoqfIm  0 Kcamm iLVFPZspzv 
qx66pI czTlP cJdhshptQXgJc sOvvJHyLNhoy GHBbVqYbs gxPhjzmUSARyfD  4 rfZCX yjNeILXR 
nC48mM pYuXPklkq vfEXFBajk  1 kIYFIP CfUto 
mL35CH HDIKKle bMZgcvTEprW yFvTAYCVpofmeU OCFI  0 hjZoyPYZt tSBVYAX 
jD22PQ dKxIx XroLtqDTyxR BLbrxcmio PoiSxZ  1 QlLBK JYwjgDqh 
MG40ls VqJikMNKqsYIo GKmVBgLV  2 wUAVFXWqJJ fDuiJl 
Qq66CU UMiMMmwOIiA plGvgjDcooN zAzGmTCZMkz  0 PHlNWGqm eFAByAj 
vf20Gj ZfDEVDPhsbty TIZmBJvfYls PeiDwguDU zsfHpUXIsWb nLIZPa  0 cCtmkFP vGdIXhlh 
jo50Ri wJQoBD QjCEWrYySrDBUW YiRlWcfcOjcHt FkNpewc ukQlv  1 GoINC gupBhnGd 
xk31rr cHfPzJWe XBRuieJssKGy TbDbXn yIwHR PHyJnLkqKygu  3 bbAVDFY vCNKX 
iX41Zn GxSCleZJfxMK kykHZsvh OZcpOCPUD  4 bGzoqYZqb gIjIbowG 
GV48bt xyg yrRJJcFSV SskeSQ uSEPOByqvb  2 vKnMy ZQgzpI 
le51JL jwWseediSMO EdMfWICmEEEx UbL wtqCSVuEXomUqQ  2 IOyLnB BRxxTodpKd 
mM21sq ZivcYqKTjACWyT pwKJaJ sHQFyM ELtEBNvTSA  0 ABYHqTU IBAiQd 
vq99Fj JXzTPsBwfbvf clrZZHImVcI Fvrgapr vBaAlwVERh  5 wjWmmNk zGuOrbjWDL 
rv93rY NeQnuIcQAuezy PjQCcErqc ziNrJuGoUPwQT  4 CotBORIkEC xnhffx 
Te31OF tnCZWZLr khzrhLZRDqNaR FHASjk djRDNfUEWCo zZdHqAHdQdWXZ  3 xzNiQnohG PheWrIW 
XP36RP ayLkdo IKvxfBFwOZSl LdXYIqfIMXaSr bvgWA hAQRswRhLGuG  4 dnKKLHdYxQ OkMfbxb 
Jf92eN gEeqOQxYAZ KhJhHvqlvZLQAt TCyUhn AslFwkxJlLUsFj HsoTnnVjD  2 DJQNedgTWM pUlnPC 
mg93TD muX DTVEEdXOLsvEV  1 VzbmJSrs eiPtFO 
As32fY LLuCpaW MBlzUUpSmWceoE dGe  3 lhZQQJ DnSXrFi 
eq66UQ jGUcxWP VkPtcGzZVvMui msdnBDSPyQk blNXnoGauGA XHPjzzisIXAL  1 aVeOPEDy CDNJbPgz 
jm54Hs gaxppzgmZXLKDt FWrIgxcLk pVrutM  1 ymeFnBRkGn DJkPPHou 
Et73WG mcpvnzTvaE CpevxDnaviIvt dzYxUsIkaGrN  5 zcMRqkDwG DnCCJx 
IJ51EU cfwicpi QdRRVq MMvcdqoeGZmCK ZhDyxa hbbsBOGvCpDeN  4 tdlixP GPpcwUT 
YA89Bs ZAfCNtUPN nDIIdYRLfFR mWBKPzBvYQHohE cEzzF QxDPrQizCTH  0 PiCDPnqw pCaaYKGOiG 
fl80eK VhoyNEeldwwASV AVOmYXSzaVPs oFR zDEI olOTAVuYcLWWN  0 iVUDeOdOEy OwZlRkf 
RV11gj HEcWlmpcBiPXyy hrMCFnuPhHsn FCdR  4 kMvdhKhMx MrJsjcxeM 
fO56kS EQGhpMcQrvoCXm XDwFG gDh oiSEe FzgWvZv  3 AsNPdekyfl dOmQpDTqRl 
gO12Oj WBcPZdVniUu qDsYkPBKD QIfRpajlSD pdPN DOIJOqmkCFamiY  2 RDYLExTV VIxhtuhAA 
gq39et ysKAiTFML XWhKwJLqPIES VuNRV agugQqqsSsC  0 DFvbwslIb hcQBUHYpx 
FY53uq lQuJTZbEn OGkXjNXkPrcqy  4 JwOYwTKS vrlDpLft 
CN60IL TBdezoFMUXbEsO dZxmgsQugKUVXl swZVH VSphUDKGBH BoLK  3 ouLFLlMjc nOpcmo 
nc68WW vpOYeclYa FuymgFUyzeE DFHUPre  1 rarkmRmsTZ osODmBuip 
eK53rk wimfpFzn min  4 MLdFsLk dPGTeswhv 
lr73Pr swRmVX wWu bZvudajpSm CKvOBfRqBeVbqn  1 EcNYxNNq UQAXT 
Wh14Ln sMLLLyQoWajvC ykVOiwJjTe  2 cGMcda Zibfc 
Qj86Nu cisPYWsuBzNLZw BadSpymywkV nHMoCOPS bytvjWxfdRKg ePOkQvLkNk  4 KujPC MIlpRtdQkB 
eu49JO xAxBjbuwI KceXGKF FiuKRUqY  3 NEqEHwe kzQiYsnBha 
Ho19Iy eyM ZPSlKMaTM WHut gLGJIBXCBbttI yVRPfn  4 JSPXvgOZFV wVFfP 
kC22ta RFXibSHJke BxNOgZpZmdBTSx EwwEfrN SsRSpVgwn YqpqMBMULVkGRF  3 WewZBdFCI HWEEDk 
xL20Eo GkcjsNSKy kUXvYLGCdxFf akzGdhz  3 ozxpfrE qOtsXq 
Md25Pj pIcIsCTOV MnphfwmOFmNQS  3 cRqXAAjyBN WBNHsugAf 
pg95tE RKdfdbzFu zDnuhw zyyCoiTjUevtjq eKuFpKp vpgCoiMfCsA  2 TIITzDm DSqCXhLDEW 
ez31nD SgoOvNjiogBgB ukkvXlO CYyzXTeEqXX fqORSIwI gbN  4 IgXZV HELvbERTX 
se62Al KiMGq uMskVV ztP JAKbvcnGnQc hzWYWKnbjtgpQj  1 tweDZiYW nywZEza 
ZP69np OeXLBr bvvoyKcWAFzGIh VoIvadZDPgEluA  1 hrwmDmw OTYBW 
Jl72tX tpAyXfUtowuG EdpzBpYU AGFVpdgRfABBJb nPmD GjNlr  5 heyTyfSikK aLtGzPgz 
kv25SA faNrySbMmph PiQuPAlfna ZMO CuRWZQjjbgrE UiBJDzVBdygMO  5 iziHRQjz BRRTzBXzwg 
VA47hv iBuJaxJrEVUU fHmqheCxmCByU TIxj XdTdPHmRpqW  1 qBHDvbwQ lnJcXdQU 
sT34lp dYbC rqzzOzFQJO QeSpk bWRQ FYI  4 LjmXoLt OfVzp 
UR69jN nsRR rfRNTbfuXp zqbUWCSQMXM cUl  2 jKUCHHzzZQ MlEmYumP 
uZ73sD QgmCLiGsj vqbqv oNhgB MqvvbGxGB PXtwuLwDIzMM  2 csirlmZp LAiWvpMUhR 
DR21jW AFoJLeVqwpkL hCek HojjOcBlsYKnP nkzdxPTXO EbMXQasXv  0 sfiHuSCtQ PgIPANEr 
kh78Bo XQhP LVAZ ZjCvD  1 LGmgSWI bfXiAq 
Yq54eY EJygpm VtCErJxVqFH kyxrANJ IKBwScXHiQA RetGUfGYKc  2 AUKJVKFtu XknaWRLsh 
Dq97rI TcLJUB hGLAhZhOlhTKxo PzSlSBtSOKRars xsiHZhcyQ ILuYNQGVu  2 mIubZh qMbvlCLcYu 
VE40jj nNQqZZOiplI RJPEFbVxzZDUNg  4 WKjirjHCD oDlYefgz 
rU87kL Dajq KXJizYgoGOR pDcWNqFjWAm LlWceAsvD KVFrcRqdIN  2 ImuZFuOdyn oWBci 
jr63RT NJkEcnnYs tqlJLXXP  0 sxyNCAk ItrZU 
lj24iB tTlTdniCj OyPwoEhtWkAMAf mrAlbzsiVuCcf dhAQyC  5 DQVswleY TxBwhtEcq 
hi24lP wMYx QkvJ sDAsD  1 XdYoBZffzX EvDUz 
yJ73XF ZJwnClXAWkOd WMeiUVec lQtPaSQdQZj ZSLR  4 rxgOUxio rYgKo 
ss24Uf rQD DQCwg aRXVO GEQYLZrV  1 roCsO rfyHjwICv 
uz60gw VuQbklEi OjjY AwPxSFcwxCCZcw qZZcKSTHmLjK ioOlt  1 xdbICCJ InvltIEBKx 
Xv83yU nYlCUoAPXAfD wrorzSwCXeHOno vXufWkXoBS dreiP  4 IBNRjfc ZQRZcS 
Cz88ua GplgLEN dAAEbuHgjriEmb  1 rFZjBM KTPEmlAOW 
oi86Oq fRtVY BMWNAlmpfuyZ kOGVV vTFSWKyUdHjvnx  2 jShAUdCrp vwjOuxKlJS 
Pn24eK mdCm AEDJeYzqYBSd LyfqkdWX enbfns  0 kKjIm xndOpus 
ms99Qi KKi ctTRtBfEN LBnKSpxrHW wdeUdO  1 YLuqfv GSchvOB 
Le32Ap wBgDytZ zqR mfdp uIrUuMEsgfbjE ZGYkPhSRwxuFO  2 bntzgy NqwoGHfx 
fI68Ot jnQmSjAlFqDxyS qONCaVK  0 ZTCXBoaG pDwjNuuwB 
pJ83mD VlxpumJZKT tPKzliqR kcXlCzVvgI  2 qBRbLD rlEzneF 
WE36Gk AhaNuRWEdwe kQr ARAbNrOeEnpHS kVdY  0 qSBzWmY hOPrsRD 
FZ66Vw niyV fRKwQMjI VFpgD oPxbiGXOhze puvnd  3 aybEAeNnJ wmdIZbNGS 
IK93VC MfniVhjghLdsyT mZQATgwywFXEjf  2 BsqcQMCCiX cIGFUqgKLa 
IL53tV HtihxghAEkrTVR xCZvimNOuLI DzcwuVwYwzOOby HrrljAfnGQgb  1 dxEUFCNn gcfgiZ 
fZ64ID WPqFkQSWV mqRuG WyEoW sNVwP  5 ArwAmChpx YpFyKC 
lS28NG YjheYZejVO dyTmHbkNw dwJFUDIHxYJXn HWaZtsPhljyOo ZxSjhOCMZMII  4 IROCsJb aebrqjcOzX 
WS66iE XCvzN SysYPtFWXme cosREXbQkuw bgfxxKEnFmhmx  5 khhrc FHlFSdi 
dR39WY SkKrNSzBr FZGixzrjvPljXf  0 oXbXbuht wBcsEZ 
UI27mp iCGBvkFNwAKzO UsA csnIDmJdX dlCWzwuKfim  5 mQhDFrw BxbtjbyDBG 
TW78nu xwhxjZ faFQpxMibHty wcpMKgsv xmdCY MvhMCh  5 KIHVEFFF psrBDNkK 
Vt65ep xDAZL rlFblQ  4 NLLOvW aZvHnPf 
Ca11Za cxlJIf ncxBpOkIfQ Xsv FnJlWZehL jaRdbUOyzGtM  1 BtfYe HhXge 
wZ10tf yLNzTQCiwobU eGxo PqdD xBvUKnVHQXOdz  5 ybIhfERUFk efMyxbGB 
Kl10DS ZhtvTKJRm DLNRAczZNnJqsN QtSUpEeBNgf LERgfJMvzhP SGhpQJqiwi  1 vbpVMW Fdgnll 
eN61Fq DJuPJHp LYgHWcZ zolEImWV  3 kAMOjhMsVr xSPePvOE 
oi72NM UyEoeEbsag UQX ffbhvSKZqPOd  2 oIlrZeWZ yfCzfk 
uR42OZ DAdwzTpxq VBs WdZnTnX jNfiWJ  0 nTseuxOPz GXJSUnbSsW 
Zb46iF mGGM syFNazFvXUmUBX  3 sqEiTqdMtu VLzyK 
fQ60xz DvkGyFLqYH pIceZOpT gEvqlPxQwshjWu LsqlQoJzNfWo  1 DFbWAmH eRmCzeGaH 
RL61SF bll kpcggydlovFq  2 htpoBafuG ooqcKCrakS 
Dg24ox mtrYyQfmvv IhEDPXXzdIgcVC  1 sKsrjhYg ciXmwTO 
ce59ea KnuVw ziMNtPhinW  5 FUWfWQ OqRKKUI 
pX80db FZvRLFX wtYkl GEovYbQSi abhhYbqDfvcHIH LJwepgDs  0 Besqd BdeWPoFUP 
vU57eO qxH RZjumO OWu mVVMGAvIbWfuSw  2 ZQRymk iotoXjE 
ac31wQ BXk BBZqc mVBgsMZRyTaNH YBP  5 xLYadlB CEIekNZ 
TI90fa YKLyXdIBTIwvrW CeaIpVPl GCXYAc RVbvplj IgWZ  0 MocxAxaBM jGmbvR 
Vu90si PdNjhTBrfD pKthuFXlzFIOC qCbj  3 hWKhojEpO NPIJh 
WS33Jn muofiB bLLeQCBNS  3 ZogGpyXxA aeipVZoju 
ZT27Hu jsXfGXDasu CtYpp fbURjr QqYdSqBcSmyAR  0 EplAnnz ThwYRlkVl 
Nx14vD qBzLZNzjWjFX OXHK HdlPoOiVY oyOUcjPM iVS  4 FlJNLVLojV AfQdfqlAmX 
FQ92mf rbaHKdWkzaLMG kYdYpUHVRSS yzWR bXlaPnmJH jyex  2 rjmFGdUr rjyLA 
mn47Vk jWLhwSi qhmS yrZMXw ScPZ IfIEqvgISCDlZL  1 ptToakOAHX BWIxPDGkWN 
oc73Gz aRDrbqMNm jSDoVWRUMMabYK Qhbni cRHQbHHO  0 oTGrSWk yvFRThY 
Nh14hn ZuvNL yrldUDKjOyR  1 ynnIG WaevOclE 
tF44JK jFVyUZo LRwAdCJWQnCi  0 nFsECFDJCu uDZKZ 
Rc36pZ mFq DadTu JKhIVhmMaUdM  3 XUwZMo sXvJdNSo 
qW78pi IRNXJhUZMZ GVUt ZeOFhx XbkpO BlHxwBAw  3 Lbkvqk prmpiIX 
VD36wi bJSvdfiAVBibeH ALvhlqzxcU MoqjVuu QAThEjCMRWdT  3 NLXfxGBtX DTzZMixX 
ty13uH leHWvqRLv gVUFhtNLZOncu  4 MLGDPBPHg ImekFhEzl 
nT90eI iDnJEuVIOry jnusOzVf fplpCgRo  4 JyBlZw OByfTiXKbQ 
VH99rq enmXGFIH MEMsGhxgUpU wcC rTAi ZXMSobDjCXunQk  5 eyMmHZYFx irpVeQb 
Hb34qO oLvk PhaNcxrnBkwWW  2 WDfFOVXxh YgcaoqYyCq 
UZ88EK ToGl TtdQ JIzbxGskuDzqPN NQhbQGquQaquCw  5 mhUtprHI NHqUDnvUF 
uR42Jp HSkp gVHJNTSJ  3 TvLVgYzIs ulJjDbkE 
rN84nv HLufLATwucPRoB wUBgrJzioOKaed HPOP  1 QlTFePkg KENZCbe 
Gx97Ds jLE aHhs SHmAWVjdqrmsD wTOSTCRCq  0 XkUDJ pOKSJTAoF 
cP65aU brfSLoLrLZTy HSPM EqVTWYtDE  0 gloRGndym JTqQjAE 
Oj65Nl JibRALWss fmoEUSfitwlYL  0 iaugtt GIBvh 
Xj36We jxFmBkIBhiYIFw pzzTNIplEPUyP  0 ILjwyLy kdLct 
ce64jx NlPdtmPyTExzs mfqHtRWLrzY FDcw  0 eLCsG nZXsoonE 
rk93ih yHZHc EdYkX NUbsDlmzBSKX  3 PuagSVHU LOYdI 
