DIM_BD 25000
AU11SG BHF oSKqG  3 iyJdmOrX XGknaOtRWW 
Xc34hp OnaCKEPtLaABW mxYElVReERI LHLE  4 CdnmSvOq dEifzl 
Oi66ul CbgIwoorDzAt RhhTLyevP AWuYDIqrNsBvVP DhFRtTRFOuVCzk  2 PgixNDoY kKagkidg 
XI46bL nlO wmJgQyV MGYrkzshp uoQRgBbs JWmDKHvKhVflx  1 RVCqpbWCd ogBHRJ 
Qd82Cx YSLcJXtLYoQGy qFvHlYXg pSWM lTp  4 mxUeKuHx wNiDEjj 
uy60Mi mWYWDKsNrnF tpVFSaKiat wEfSrPt jDNhiTGKfXVU  4 uZcUtUxT gludAD 
Se55sp dQdbCayFD XrIMBM ChxiFtVudh  4 UHJTctrvYB CwIKeuy 
lY56HM zQaurGmAlC YzIaCyBgC FxlXmhl uPUKbBJUkiYC XmOzcpta  1 UUMlmWc PZjnL 
Kb12VY JmWdxQxrpIGa uvc CmrZxLWrVFhOw nulqUkloLTXVWg PcCU  2 ycYXgYnb DaECnBVbi 
Ya75Xv eLAfUd NPjW Cusnh cmXszu jHl  3 VhsBDCOaO wpNMeR 
MF23Tp XbfzZHqxxPnRK dbFfdyoSX HedFxTiFoMWCb MDNII iqWrug  5 xVDghyoRaA kAHBsCrZ 
Rl95Tl uDiTnl AdoHPlrcpbYGJ qreGZBHl lnaOSXPXPMPaGr  4 oKiPcGIOh VRUket 
xB38jb NuQmwcDnFbXPGJ dNOcwyelxJNQo lowS  2 lsHAWpXog HcfpNDZ 
oQ79oN qMaqaAjqU FmBgZuP Fmv fuICrmSUYC FNfUiklGAF  1 CGWttnBssj ArXrpgj 
WA68rO cMBuJvPEK zxUje  1 EKMyytRY LwnlT 
ba72UW FEwt KBlSfuRqakLzzO  2 DPDXbTIev GpjEIzGMz 
Uc66qV IKhcFYMOZTnf iLoAEyySQ kPMcspp  0 kUqlquIFdx iHMheiRTX 
sD93Iw HDRj uxSR uXetEQywjIFnVn  4 gViLWAuHS yQjxdTQgH 
jB62im sNsekVGHmIPy eFRmmlhvlBGq Xulg  2 ncxYmhUd iUOdafbIz 
Tx83RU HIoXaINldTTEV UhdCGiy OUvTEvuYNVsx WeckuwL  1 eRLiQDBGsP trNchZlybf 
Ad72el hJC gwVpJMCtVuwMV dxr ufnvMgmSr  1 pdtEL cHlLjQ 
gA78lL kHYhgvLfhb MxtYvKNRdkglyo iLvVgOoWSerq  3 ehudzlcs hrhfliKLqP 
Yr25Rf MWOPSRZBbizHJc rpEVELqqUIdgMO  5 kEquerg EbfnHEAvyR 
hF92kn vKRKgdZGpBYxE XUnefSwHjGn  1 wMAWxo xBuzp 
kf77BA FqAKxjhhfpA tvvEhAEdN  0 SgVlLvoak QrihUVygP 
Ea80vl TcmNWldOWrYV FgpsgMCihzBYM vybnJ  0 XdRJMJrz flYtcnouFU 
Yl27Cf VAJigRTszwSL Pldnjqz lYi ZnO RLCmspxkDE  0 RCrXXvhXX JPfkcpmYU 
qk69Se kmGKLPlWng xivnrKIPuA IJG uOfWSMdTuHv  2 DlSxyb vKFWQbxp 
vW46hz WyqWrgjTfVttqM AbQbGdzUbt  4 dCUAaRq QjczXAyrKV 
jj34Ra mmeBVEuWd fUA WlgZjYzeBvBgP vUU  3 JgNkPqzTHT WbnaGSu 
Qj99Bm EnRFdFaQU hYifDuxmXpFLx  5 MAwDUgPF ndupkDJ 
OW23pW LDGKdSDlBH bKhWWZiaef SOIDkWXEPpA  1 FHYkCmTkVD dtOjY 
pA53Rm OHDrI NNSbYur yWIdbhQST YuIZ  3 SsDEDsR LXvuDQtm 
KP83NG qGBHk IAPXGxwmb PHlYrBNbcgOde DwJ snyTWKhNdcOpp  0 gHMZusY quFCV 
JW21ly aMkADWs NCQj ecdqnfkD oJHVgKc  4 UDpcnsvY upzRoDTm 
kc82xF jnXPuvGLWsV yaSFNdeRIav  1 TntYOKMZRF WtnRTGFYIT 
Mf17Lc AfbQPEPji IXNqmX DGGt  0 uGCDuPeh zmwaA 
KN32KN aYSrmCEN yprYNBn YCjtLh VHBltraZl  5 vtOspHbEXY tOYKzAJIFr 
kT36lD tfBgAeQFYPQn UFeiBCnPCOCSw  2 UkjlCXTvs jkicErrL 
EC40Bq lEcr AINsEpLi nQQb WZQEUWHjij nXN  1 sFXUoccy NtWjzxgN 
hP30nd ouKU GkZ  5 PnjGSzeK JJzvJdqjEM 
Sn99Kf HkbZfb vlisNNyeEAkYo  0 URsKqytV RqFROjkYCY 
Kw34hX PwsChDulPyCLG zYu  4 KMpMcPMPm CuluY 
fO50XA ZWqJP WxtZR ySFMlYJbHfyAlc vmeQRMqsuCny  2 OXmGqPjrv IATZWOFOe 
ID47DN PZaFFVRTW rYVAyffPRI VMlUSTUkontUG yVUljpzu  0 BLyvZWgHNc iOhXP 
bA91BY Qwr PnhOPEAjzg  4 fXLKUr PBYcH 
cm79AJ soQv IoiRiGxrxV wEehOnLJrc wLM swaxovuQbjwN  3 FZEHeUoR ghSOKjqrW 
Le81vw XFRxQB vYzbBYcHnyD mZuUNX VdDPKByLRP  0 tBixzq DzYWwTbuEk 
rm72eO DmdRbGzF nbrqRTVMI URxevWp fKLcvDGkAkW sWmqsDyLSu  1 hMjIZVL URzOwV 
nz90Tn wgWCpFM NzsKPIGc  1 ZKQKQJa OKcYxFD 
xi10RT SmgsbHwPeAJkB EJdcHuv  1 HaMYXdZwMI CNtVW 
rK11KH ugMK MbpP UtYbuFGs  4 uqSiE DYsHjix 
uM11OB wPeGwJYu TAHhKUtGke ZKMPgJqF GNdbjyci nnlgKbAG  3 ZSYfsKlnQ IkIdI 
yt92LB EJpORlfNsxrbOD bQLUT sUWyMxFowuXaW ebOBVkrWjUD  2 gmlRNjPw XIrGGHV 
Aa26tO LhdhBlPAfni lNUF UCbWKkN azTfBSddL XupdlIvqf  1 NzVbs nxtahXfiP 
ck32Rv HyEpzDB BQgzLWcoPPW LsxK TXHQOUfrV ZvHQ  2 lQXcvL nBCWtOZ 
zd46Fh Flo aqJtYyQhbu  2 NVzBohIlZn WEcKq 
py51Oz ZFTOTvWpueHn qJL  4 BBrjBmtv DyatkEuQh 
My37FX bPi FGYfzCFh mLWbNB fzsTtxXtYeujEA  3 ZHoEQo ivWSp 
SP32fe SpbaNEA WBiwul fpLeTBpF  1 HMmVz NFxkaT 
Tz28At FdTYFbv aySAq PttA UJKWaZ Squ  5 shtTBRd MvjuGqlUw 
Cd79wv rImrEOJzBxvRlv SpXpPR AnTS  0 udVWfc XKbGbj 
AU22Vo OeCC wFQPohpfr XlKmEjbQPG  1 VpjFRub vUnOWKGODu 
hu52jn YTFtP qFeYYZFgywYLme  0 HeBRVAfGy EUDVEQv 
xS27fI QFYwrAnp HNV dhU CCAZDgnjoUXr  2 SrqUZHt OXjwSxytTe 
CY73fl DMQH vWZGRgwD PeWozR  4 wXcULvNEvu xbkoei 
Wc63FX GEZFi syrBjYEPbg ZeNzpLVFZtCP skbjUuQcsAY zBzmmnyj  4 CIZmLRkCE uNSIb 
mj49KO LuBHT dvgHeRi nrpQfLr oMeHUruB  0 mPEGa ZuScvvsszn 
kI37Ju ATz XqjwFKS rNjiGxuyRWGPHE  5 PznyZqR nHOxElKFp 
RA24EZ kgPtLLlAw JuvlUNP FVIhLofsLRqAsD  2 JUHpXbsan PomIQiN 
Tw52dg iSmRfVmqQsG PgrzQcb  4 iPpoyymp miEJDXoE 
av58Ms TMqeSfvgHAXZO vhYu LEDaHbUdUd CCxuW  4 sKvKNxZXo wdkXeQNi 
fl84dd oiFWs wbWjeZyu iBHTKkrnM YgXJDMLfLBf  0 EYYPQjU wXslrXHU 
vr67bE sOszyUgN ykTGvhQE FlwNXsEG  1 afxvTJ KhwqXI 
aE92oW KNpOc aGfML ynlUjRujE  4 whjpQ IsfoPbeaC 
Ja86Th RWDs HAnKAZaw IetjMkKCg  3 rYwjok nNONFS 
jx67qH HuGPERivtkg lpJxqvPmrBz HBOYBCN dLIhkLbqfDwnu  2 WCuxNghUAL XmwyvJegjl 
Qz28UK iejWTad pqweBlrLDiJ  2 YTtyWBinO mfWjlaY 
Hh40fW SIpElkd GqpTXhONB  2 DKVpyXbRud OcYxTSLka 
lk15qt GHWASVK wKMRFfQGZqp ikLzNsmNTdf axaAyqGm  0 XxVqZ oThOKjZxuk 
ff20no ISuMvJWqoZM Adfe EtlbxGNcht wDDlrH  2 JrBRS psIhEmjdI 
Ca31YI exxLfoPClHuRjS NLPPZpm unVIpeJWCtxPyw  0 GeSTJJ WqGIXQI 
YI71bd yeoFlWjxKIozVG urfiGRWv  2 Yoyylwy qcuJMNaeJ 
uy11tS ICXaroH shrgclH vxKXxeUp wNvNkE  3 EOCUFu kEAfNAGt 
Zi37Tu MFY PgZiCm lVTitrCqzuKzno  3 JpGiGxrs KRfTx 
HS36Fb sKEzFwOymaeElV AqBNzTzztouvn GAPVivcWvL WViQXIbBOEfCW ihpa  0 obYuIsQLXd caSwiQo 
zb70Yv IsmrroGZa HtapLKYsnc RQpmcyg dtbB uvO  3 cqEIBWd oKXZTwTEN 
Qn98NV PrqGOEyfI AQQQ mIvAMShWvmgkIW  4 NHfIoZOZ LEMiGR 
wb76tA wcpbtAdxTbB KPRDGHcEjFvHjd ucJXqqAxdJqk EIzKN EeeEouri  2 BnHYG XODtapttT 
lV17xw uDFfdmfkWyzqdC JLKxpTbDr KamOKcqeHQrWI  2 qtvJT ayDrbF 
Bs85eW zTRxUUZ WsloSqoyByYE  1 bEevhmblNi jhDesqGfOv 
WO66Dw yjdfm MLi UzBmM iYd  2 OBWttxxiNw LtYTGj 
Gk75dk pmlAbr YKKHY ZdcNlryFs gvVKldsEUoSCPt SztooWi  3 pJLVTXwS UhIgSIn 
Zv34Gn gXfhYYOpT izFBIpAKXhxy eaQMjl CaLAMv  1 OwDBB SuDyWZ 
bx17sq ZCH BowtB VueAbFjaxqJYr REPKIZgBAjyN  4 TLXDUMJa jvfMpmLAo 
QC41sV oyUQTu LPPzPKpSOH MmILom WCMJHgcrc  1 fIAzOhwy zYpzlFJ 
wh81ud DIrElZRBzin LYdi qLaG mucL  2 lAJtZndQ IjjObBGF 
ZO37Ex PPRXEwKaSYUqH xjsnQ XadjGKcXhAdt  1 uzFFPENxP vTDnVyXyW 
rE82CN EaKC cUTPBIKaV FaAHdE InoR  0 UiexlwH gsAGvePjU 
Kt78rw mkEsUzIedoF ETIKgvMFbg YmtljYJj  0 VapYTc grVOECGIFV 
Az36Fr maARdh dFMWNJyegCzfX  0 cjTaLlgP msyIAm 
oG31si zSjh pFMNeGZm  0 ennewE mskgmGtZAY 
Qu47Ro uNfxTr ztMpPqjpLmzyjk  4 MIQUiFfP rMffhzQYT 
Rr35QU QdoobWjtfw IPucBEyAAEsm nHPsCuJQevqaN  5 ZDtBtnmt bTjREjkr 
oK39eY urBC FeHlsBDJJQiKM  4 sjsPyta XpQYTd 
kz54Fm ZTnxvwmsQJkgXU WopThn pozOXbKeFoene biMtXbkVaHE jWCQSZYcHFAjA  5 IZZtZV DrYXYRCd 
ni73lL Abexgq wjAIS gXEQjx  4 aggPo oxAEmnaxxm 
EW51Ps drmlR XlG kxF WPHeVKDM  4 fiYPeUO EMolyl 
RZ88dc pdgxTaCLRYgNLI ufINSEKkBAM hgowOS  0 StqkD tUdSbv 
Wd83HO YnsIsdBNZYdj OJAqYgrENSnI wpTOxBejTnuIlm  0 KRucMMAcs awiwExkW 
nr51Gs PXK pBaVWVliUYwAo TjgdFPRZPvZAp GismKkTL WBQRIfP  2 QAmlQRSYb JJQBq 
EE50xP bEuyBRspwFpPXe bbnvwNYQNv uNWaDmDhjuEmg WRyRyLKhHDBcEZ  2 QMlNpz EmfSlYzAPH 
IV92qz nEguYt HPqLrr Cji jqWAXiydl CNoOgE  0 wnUeCBiUZE xDepFr 
ET28MW TkdtXbcN JEus LRFE qeALntLQ  2 hBNLl WDGPXFWlua 
Fm62rj FMOY gYeGknT fUqGBTYGFSGgEe xJwdGbVJ jnWOOpGspN  4 NsDLDp WRdYkF 
kh49Gh XGPYLPdE LcNL XvGEzxsUuCHqy RZgmRzZJRGOSq  1 LnmJOxkaX fdpBo 
Qo81uN kiO wSMYPBkbfMaZ  0 zzUOb mCoePfnzf 
xT42jA nOAbaAQAz lKf nLNCLJWPYUUAi  1 HfhtV kDFyqLgxS 
Dv77Cu WwLIULnWp VrauekpM HSGWRE Hiljrz  3 SOdkmFZ QUVEF 
kV27kq FHRNo GZvqDRqPTvGndj  3 GzfcHmJel hhiDXJZG 
ZG17vw qpEZotVzsgc fJhoSd srkwNLdhdDihws rwkItwKOWqcz wtnuISK  4 Ubazcsp UcXgIw 
ZL44XR WGS Lya exbAMVN  5 bdKhzgiN ZUIEdhuqS 
Ht39jM eMvhkYqxII gCNdPTU avHYRZJbHWwpr zommfEPIPQoGHQ gwkOzGrrH  4 SfBLExcvcd pMRXNgS 
uC77vM MLduCF ooGopNgbsAycsH  3 WeoCM mhPOvWsTV 
BS20je PxAZnHDFr SiOAqKF  2 fdAbH cHslDekUCH 
ZX72jZ fcaUmMI HbchrMBpfeZ CpGnWYigs  4 vVPsIsX hFMkh 
oC38EY GalvaiLDBeL Hok oMhDOwgmdLfW tmz exmm  3 cIwkqw NkRsaDvXiq 
fC19mi Xje bvXOJVVq  1 nztDi hLlrieYt 
pT85Cl ZuxPrkhIfk TwfyMv dkXasJ  2 ZCQabEPPCe zpydY 
rA82py wModRCtDZmCvCP cbnRxsBsyoi AuolJmzMQT bDavBCw  4 COrbe qlLstxmf 
Ge46aH bOsxYyPURvt BnypT WiXypnXcnueZ  4 ShXRdO efcDuOAr 
pP15qr YQpXTsfIoTvKcW TXmilYtSCUiF aQoZrMFI eQIodgqXXPUxKx PrPc  5 SfPbREzObD zajVY 
On74RS XCLWUhWX mAz WCdsAJ  3 uLdBYcT YXCzeD 
pz67ey kOiHtaNApbiy EuoJqe IhqPfEasl ByagD mLbntSwr  1 qpFUKfIxo tTlHYvAj 
hq72nN Oeafar yscib jVoLgjAWFpC  2 XJkFdpwG dBakTT 
sp25GG XLQyoaTVjkil itMEsNpyuhYfM DvN iNCdhMujq  1 sdsOuNHzCd pJAHx 
bu91ik eaDQRMRnrMf hyVsII ZrRNoTIVur rojfpFO tbGHlxiF  5 iXCPDvUFk wgvoHZEQj 
wl99jg HIWDSIwafT mDn okQOvgAbiNkHta YaJkqOdJaS  4 LTyQbHkaf WfxzGh 
Mq90nW WlHiIzY Kdi  3 IdJquneD waWIwjqJ 
Dx36hB fWgXkuadIeeiu EctZ JctNJc  3 JkKAM espiwjKAHf 
VG53zU KGxCbE KHbCllJGOYUER SsInLweiQmvbTy YRFUneEtMn  5 TuEmfPE fMttLTbg 
jM30mc iKdOxcxoKLp hEWRq XCe  1 PIMUrmvStK fJbCbTndjm 
qO78GU XCeMtqxmNobHzy xOCbFuOxnKQurj bQXUDkhodB BdEH  5 bOxfl StRQUMoWd 
sa63Qx THZayYaESNqKS vfaZladaiEnyu  5 RoDVZT lmSYlze 
cZ57PC ZHPnbkKqljwoOo TOymknR mwJpuqPYfjLp rnCbjhsKLTCcJg atTwusXuj  5 DfktqwvWj DZlRE 
zh18In XwZzOLhg iZd XSMNeM mypbVlsREgNhJO  1 JDocQ WCWMmRM 
tf19bO eCbduwlLGvFhcF iiwTEP qQApZdHATKWE  4 XdiAAqggUi bsWrKUPm 
SU42AN hozuyF ubJhUGmirX XbMltnYsikQl LuwSsz cXS  2 KaLFCBggA JmNgvHFdj 
NZ52kE aWbg kBVrmNxMPfIuU QvpDPAaIrl  2 zAyziUlX LsRkDWwCcE 
Va92ro yCeWXHBVVCmnv SqqNWRYnCQJM KvWlxHhLBcqvd  1 mkTSXi ZvxGHqhf 
tE48Eu NXgEbK jgfNBWN  2 zuUIJlga oIHDA 
We68QI SqDXBdMKnEoY RqMGeaFZg jTcBjyXmTmoOW LUqcmUrMFI SAZ  4 tVhBi FLksMcVtX 
XI96IQ QXIFVcn xtKfw eAOcEPzsgfkYh fUErvU  3 CiykxugoY dZqoqpbo 
VH31HZ qnnUplhdjQ nIfawG cbBC obCnG lsuJi  5 OxgpHlGW VDsGtDU 
ZR90Mq FzvHVVKGfHNI pQwDKHRqgBEz wWOaK mxlFCcrHCwz  2 WsdyFc JaEOmOk 
TG42ZU Eow VDM WPyWEQV  1 fNGxAFAGF hdulgT 
Sb53kd MWsjKdNwRQgr UHw ZyGy fdgCit  5 fiqLsOxOO PSyTG 
eD32Qz YUvnE uXJkUjnmV fqURUHKgvlw YkNQYmNPxrzG hvtuw  3 YzPxMiHMcj yFOLu 
du26sM jmNxZw dgnyVJ  3 wcNXmCncb WFana 
Ql41wt aDUyq VINFnzIpnwo RWfuib MFVr lBOdT  5 XSgpu WOLPfTlk 
yW35JN WaaYBEB YaeBfLTdgSt gYsqmXbb zvgE wlIEVlDEGpW  0 LNJmpZdC ygGMV 
qJ79RM nbVtAY HLCj yIiMCcUtaLZZ wHfQyWTs PbwJwWxs  0 siNisdZU NUoYwKiu 
XS32Cx cXSZIKUx SEiBjLfixj bunDDV fyDZJmjXlZlnG  4 bZaNXG oyUtkkR 
YC45NH MSkTdmtTD pNEv yWHbZCtPYsUF  0 sqRbkQyMIi RBMhex 
ku11cr AEoYUrJXVotNO eaxW TMFwqlsvos bPXkmweS  0 gHAyo IHkPhE 
Mv64lD btqneDGgBlvXVS ceVDbEeZphtDhV NRmPMh NQEY  2 Gokrt eLUjw 
ud55KC uofERV pGyzEylzXcQGM AlPEAYJFoCr  4 dAKGZkL uyzQoIkg 
Ub53Am ZlYZUMdX WAoznHreXBaBwI YnMRdxEaS JhtZurMxyl  1 nmZwkAXvy fgIuQlz 
gS22xr CpgogPOzxX IYXEJTsQPNb QYgAIDchobQ sqLogjyz  2 MkeAF hAeJoAodw 
ju23fE vRWyDHVkEWAfj qUn  3 MpuqskEwp vTDVi 
yq65pQ sxtKMw FGhvlzzr WTDpUHyHmFDS  5 lGwCsRy DCrmaLg 
vz89gv YtN ULNXIeIhm TCTsSxpfoPsv  5 roIJS zeQXQ 
on17WO gXhlCGxJ zLeIBZ LZHuwGpNc tklHOrmr Pgi  0 sRNXeoIQBJ wgxJjk 
EQ85Ag sPYPGBkeuvZ ChjgXhkm zMukakHK WdTN KmWspQM  1 mCCEnoIIFj wAjsozhEr 
qA52WH CQuFJhDFMeaE mLfuzfMPJ  4 xpYvcGag NiLUbCF 
CV60ZO BLyVrkD PLlP xSQPSuvC CGEQWvTM begUm  4 VKekteypJ QINMduK 
ID82vh uUhgGtOV nUvip uwUtQVmLkdSD kHZgQX  4 DukNH CpsqqUhm 
xH76DZ rIDrKZ AcCgGiC njnXUPBnetU hVobCOlSEdlHi xwx  0 FUUJvuSsz oufypirfS 
ll91DJ xva GGR zQaCP cVqutHAJ yxHGAJL  4 ptLpFXkJ lBTlxMYS 
nm81rU JVfndTzWr cNVeJubRkLGbF bkBtvw nPV  4 NSqRB lRxZOBclmE 
iA33An WwjUKAYEL fAJkg kOftr RjpKyxbI NpbCRyH  3 VHsPozAUrU EHMHlbCbBr 
wF33qr tRPV dBOOISmZiiJQQk  1 WWtsNPjM nBxma 
qP30pK hOueeiQOpy SADPM rFLeQKnBAb GhpeLxd  4 PzlJNZQnn mfSpZUPicC 
rb17Ds uDvwOdWC XAsYyKnCZDw PmdoO MYZwJKUzbeY nBHosX  3 wMXQiNAeVn CbIrktXUw 
tH35TZ GqSYkDEai EmHeTY DWI  5 PWUfgfVJ TJxHOL 
uL85WU FXqlAHczg IaAARvDofevh hOhLSRYhefyD  3 TkXrtHJ iVaqu 
UR47Tw jWbcgBYth NYPVTlf iPTJOGxsEfpGXX PMytyuTZyqy IZeuthsH  3 GDMKzXICmu GtTYGLcWd 
xi19Nz URtOtDFQhrpB FNYtowW  0 saSOyHn GwkhWw 
Kj13ZE jMdFJTqTvrryl fFXyBSushU UDxYXSc foim  4 hjHmBgCof iAIiKpZeU 
Fc80pA CdJXKJ QhBMoIAGOYTD lxY yRddfhoHryTz whhIO  5 xIdhSn xxFLTGoLsV 
ok54Dm fNSyuddp kuvWgyeuDlYy  3 XjIKVoWkE wJVeMcgt 
vm48Sr yuIrcwisxZTcW GJzLiPPF xxS FjyznSzsOhPqMF zSZZc  4 teYWSTDb IKKdR 
Lm36Vi TIKv uUvHxhw VDyiwpA UlcWL  3 sOPBpsBtP ikHGC 
lZ29wa OTy YitLp  0 gwhjpOWaEQ bVSJZLJTt 
zg16SX YjNAcvEWuY feLCpFJVIa  4 FkRgxKUlJ GjXFEucXJs 
dY12ww wMAptcNODwzfcw NGjHSdXZxQupBm iMH LYjfGnjzwOn  5 VBTOBGfk SbJMiu 
PX50Wg bNpTkall EhY AFsXVfGi  4 egqRnQ lPmoDYR 
XG53dh nherCufqGlBb bAUGXcpJAxkyo  4 eSoFxYrsWq WAsJWsG 
Hg79av lwVicuDZgMa yhIjBdDqLL PtkS  3 VzAhGEVQU GdlLq 
HA94vM zDfapvha ODW aoCiPIf pPbWDfuAa  5 OmruppsNI pmCAcfGpin 
YI97Ys MlygGilNXS OMvClXZwjBXb oZpwfaGmXoZux  4 IGBsQAdS MNgFl 
sb56xK FUixQ JYe OlTfGJcRGwAt GEhbhA  0 hhFxkOJxmt VhapBa 
Ns88ri SvQ fiekdcdXCgIPFB  3 eEVJVuLhz BsdvQS 
hy68rq XAYNAOMbfzqH WpoIbgp hdJKvjAWBw  4 iXRaxqUOGp DHRLWxFX 
aM52dy dofeGKUxL qGWT gbwzua lKzZQHc  5 FaemEobla loChtccJ 
rG35US MIabIyuIBB dyaBzcahQOo zRjwKmgHZQ  1 beMsR jOIKUHDv 
uE68XR leopYBgMYUgi rySVWrEmr  2 IfDLJmjrwj qNobZ 
Cl26gn UxCAGmQSywaLDf IoVLcRQImw cInhsTeCgf IRVZprwzKm vvmG  0 FXmCiiXW xeRHycj 
Kx79oJ JskxjZRSyluvcz XgayvG dWi hwzakmB Fay  4 KhvtmPOUxR khVUJ 
FV49uR ddOnLJCrl VEyeDtqGoYkgZ eCSRHuf  1 hPqAEiALoa YHAqArUti 
QF98KA ifN lbJZHyW KnlmBQ  4 TijgGuFq dAHFkNy 
SW45ER PtQU hlAUgBWVxo PesYI  2 frTBSk VmbvpwDVd 
ty21Nz XntGTfrNnXWvc ACqnrPAZAb kGXguFmMoa  5 WlAAJlCmqd WNuEKwe 
Vw90SG ktcUWbTFcToti WxAa  1 NSzToHhq lbixJu 
EO70UK ylmRnGCzdUfA nriEbQTbF  4 pJJJHXYJvD gYNsOaMB 
zj71kC ymrVgbIlrtXbF PMY XzO hxSsSgFXbqZUzN nxuuLX  4 tMNBV AonXSS 
lQ70Tb frlP UUVNvEflqcJAmU gnqXnJBdyTJp UBw NOhBet  1 IDcRDvl JgkOkM 
Gb52gS jvD kFxciiBirX  2 NqRTJbq MhERmr 
CI83Gd LYrB haPkocP AAKw pnb kuPuCnGypKEz  0 hnJwJu AmnaHW 
az26jc Lru RPsDtRfmMIMt ZbeserSjsVcI xaCLWFggjuXBj gBlkZTWBOrMSuJ  4 RlLfnVVrZ bMvKhcNUwc 
Id32BA uGHYiMDazB nRXzMfbaX CKeNoZNQAU FYpQQVlgzb  0 KnyGkWyo wsSqgqUems 
Ur90vu TnxGnlRiRl VZhXE xaHPBMVJWHrfj QNZG NVf  5 eaasowpXo rqbDLG 
SF55qC VZerDWOk nADsblty quN  2 LmLftdgTPe dyInpBY 
SQ40Ah MYsRqCBZTas DZvTZOoiKHaHF MlqsuX ywGNdNHM  0 jOhGTYSccg sqdSNPShC 
hM71ky NVsIfF bnVHeis VDmhWcemhE  2 ZuhBqgGg BdVUyYE 
vp33FU llUfBRASjAJpz eFrMZkbZDrhgB rHIUdPRcJor  5 hIhjiK TcRAUd 
Qw85qr OzkVOjnAfhgMr KBxYYXAKDkN JMk WjKYnCWPaZGu wMQMfytmBKVGJH  5 trEmATYe XtCSJbNcR 
PD51cA RjLDPaLdbww fIsKOokrSPOmNv lEEPQ NogftzT  0 vQpkKqg IuxXE 
FZ46jI dhaVqYlAQ hRZIckUn  0 MJDrlFxYja GsOEAuU 
Uj29Lc oaeZfd eoTlrgisXFA XUUITOCmSa  3 GuNpIbS GcSyqBKb 
Qx26CA NULJtPyLXUF AHbzlvjSXhftk Xlhjb  0 SWgSX rIdITZEQ 
et22rz cpTk nbJo mJJBOmLquVXdV  4 afWfst tWClSl 
id81Sc EMVOcOClv EcOvZIJrXx mmeZ  4 nUkGUE ICKTic 
eJ44GM tzyrpNUjYOkV CQrI ZJDXidx NXIb OtHmSEVFBxt  5 VDLXdJLtVn dOoXxha 
Wx15wY ByEaGlSRJ WiXG LagbivXq asRgeL NOUIGHRbkt  5 CeKBRFOze EBnRSmYlJn 
vD36QK cbL bjihWQQODAn qmofZiWrD  1 NoyNFbVLC HtgNPy 
yz62Mm PorlbkOgPyBoCC OdeBR TEEkCtjiCQiHMX  0 kHMmqgM lHuGN 
Fk58qw rieQlbpI SjYc  5 KCZvPfXo iXMTSq 
Vp72Ql IcNTDKca QOzuGHhBsEIK mkwoV fvlmgCE  3 kZMrv SxsPYBm 
uS88NC EEMtqLldmlEeKW rbMbGTCypasXKt  5 aEITjggS JQMpNAHc 
Ys25yH WcNhKiXSijgAiX SxmCxX  3 RxpJWS arBtU 
uP53et SIz RmXqIjhTNkz KrTxCV MxxaNnWHKEqO  2 xpAdMfe PjUCP 
ri50Nc MjYzGUhc lysOFM  0 IWnTB pflthCJ 
tW42TN DSisMOuE PSTKERleiPcZRG XljrEsVUbKO rMeHl  2 utkmeX uylEEWgE 
ia35dD KsOdHe HYopuBtDak hmCGiBU buJblsgruD  4 EjEDKkM JZehyCheZ 
jN36Ja WTBJdfuABFyt LGehDNLRjaMl jgZCRm  4 pQvaTOSOkL twHQSfiKHh 
mb17yG sdiafuAKS mfHMpzo dOJjNAjOd Tjrnldst SbUyTQITi  5 nrnwVYvE mOcrnEdJMq 
rp98Qd PCwwat IJpT  0 cqDOtUJH gIbgo 
jj89xV kMZKb DcQ eprrmjGoo  2 jacTNY nyBeJauY 
gc77DH SxylzTKtXGmMRG cmCcE sZU jfkZnXAwWGmAB  1 GAeRW WIOazhu 
Gv94Hm DwBBrr kDcpsrdIUCMEL iCApaLXrpaT  3 wfcJbhLsK OgPuKBdl 
xf14OP eHlhDpCTMBwV mjROUcklRQZ vtGfLoLBnbKuJe UWNQYWQFN  4 hTuxDDXr dZbanFeOHn 
Zq28fp AIyHSyMxawGJ UbhbrJ WDODHWMSzUDgT TuffVhQsdSVBp sINRChbolvqv  5 swCdZrmlx MRVFQHHip 
Ym89Lh WAwxqGvNsWLe gqpxUOJWtQuDq MkmYRkXMAgr  1 wXWkrV IvmJmTuoan 
OR60rD PZbKlGZSryV dUMBnJxUVFx plM pIxObuFiPpp  3 kXbJHubJly uNVOAGadRr 
xt28em iXdxmInDsKYY QRqGzLEp  0 icalmy OgfNvhx 
xI85FE lkXyLycb tuzSmPpEUDklrH UCXR ntqYkyGOAin  4 PmxIQspsbr vztPUa 
mc70TM ZPQUxGTrnE jGrZbXcHrOFdB mebzZGMSXWPDLn xqyfSQCaIVycjz AwtqIvPccDVr  4 kzcMT MTSHi 
cj44pf EQR gMV hUqvWjfg kmLlnTKysEU IMOJmmAwK  5 Fkyjml CIEBLZhh 
yI48Ay KfBYZMpr UWw rRFuABcphKt  5 fjEUKLlVbe UqoGMS 
aG94eA nuUwAIcbNBv gmoU hVM  1 pnDFsC oHsEkFI 
DU91ua xSWGCDeflQyUbn lfgYEWjSqG OGEBQeaUT cqMVhLcM QBCzfytREPgA  2 rChkUS IJkBhDIoL 
